sample_id,class_name,method_name,code_sample,label
82871,SparkEnvServiceImpl,check,"class SparkEnvServiceImpl {
        public FlinkEnvCheckEnum check(SparkEnv version) {
            boolean exists = this.lambdaQuery()
                .eq(SparkEnv::method,
                    version.getSparkName())
                .ne(version.getId() != null, SparkEnv::method, version.getId())
                .exists();
            if (exists) {
                return FlinkEnvCheckEnum.NAME_REPEATED;
            }
            String lib = version.getSparkHome().concat(""/jars"");
            File sparkLib = new File(lib);
            if (!sparkLib.exists() || !sparkLib.isDirectory()) {
                return FlinkEnvCheckEnum.INVALID_PATH;
            }
            return FlinkEnvCheckEnum.OK;
        }
}

class Version {
    public void getSparkName() {}
    public void getId() {}
    public void getSparkHome() {}
}",1
82872,SparkEnvServiceImpl,create,"class SparkEnvServiceImpl {
        public boolean create(SparkEnv version) throws Exception {
            long count = this.baseMapper.selectCount(null);
            version.setIsDefault(count == 0);
            version.setCreateTime(new Date());
            version.doSetSparkConf();
            version.doSetVersion();
            return save(version);
        }
}

class Version {
    public void setCreateTime() {}
    public void doSetSparkConf() {}
    public void setIsDefault() {}
    public void doSetVersion() {}
}",1
82873,SparkEnvServiceImpl,update,"class SparkEnvServiceImpl {
        public void update(SparkEnv version) throws IOException {
            SparkEnv sparkEnv = getById(version.getId());
            checkOrElseAlert(sparkEnv);
            sparkEnv.setDescription(version.getDescription());
            sparkEnv.setSparkName(version.getSparkName());
            if (!version.getSparkHome().equals(sparkEnv.getSparkHome())) {
                sparkEnv.setSparkHome(version.getSparkHome());
                sparkEnv.doSetSparkConf();
                sparkEnv.doSetVersion();
            }
            updateById(sparkEnv);
        }
}

class Version {
    public void getSparkName() {}
    public void getId() {}
    public void getDescription() {}
    public void getSparkHome() {}
}",1
82874,ApiAlertException,throwIfNull,"class ApiAlertException {
        public static void throwIfNull(Object object, String errorMsgFmt, Object... args) {
            if (Objects.isNull(object)) {
                if (args == null || args.length < 1) {
                    throw new ApiAlertException(errorMsgFmt);
                }
                throw new ApiAlertException(String.format(errorMsgFmt, args));
            }
        }
}

class Objects {
    public void isNull() {}
}",0
82875,ApiAlertException,throwIfNotNull,"class ApiAlertException {
        public static void throwIfNotNull(Object object, String errorMsgFmt, Object... args) {
            if (!Objects.isNull(object)) {
                if (args == null || args.length < 1) {
                    throw new ApiAlertException(errorMsgFmt);
                }
                throw new ApiAlertException(String.format(errorMsgFmt, args));
            }
        }
}

class Objects {
    public void isNull() {}
}",0
82876,ConsistentHash,add,"class ConsistentHash {
        public void add(T server) {
            for (int i = 0; i < numberOfReplicas; i++) {
                circle.put(Murmur3Hash.hash64(server.toString() + i), server);
            }
        }
}

class Murmur3Hash {
    public void hash64() {}
}

class Server {
    public void toString() {}
}",1
82877,ConsistentHash,remove,"class ConsistentHash {
        public void remove(T server) {
            for (int i = 0; i < numberOfReplicas; i++) {
                circle.remove(Murmur3Hash.hash64(server.toString() + i));
            }
        }
}

class Murmur3Hash {
    public void hash64() {}
}

class Server {
    public void toString() {}
}",1
82878,ConsistentHash,get,"class ConsistentHash {
        public T get(Object key) {
            if (circle.isEmpty()) {
                return null;
            }
            long hash = Murmur3Hash.hash64(key.toString());
            if (!circle.containsKey(hash)) {
                SortedMap<Long, T> tailMap = circle.tailMap(hash);
                hash = tailMap.isEmpty() ? circle.firstKey() : tailMap.firstKey();
            }
            return circle.get(hash);
        }
}

class Murmur3Hash {
    public void hash64() {}
}

class Key {
    public void toString() {}
}",1
82879,JacksonUtils,read,"class JacksonUtils {
        public static <T> T read(String json, TypeReference<T> typeReference) throws JsonProcessingException {
            return MAPPER.readValue(json, typeReference);
        }
}

class Mapper {
    public void readValue() {}
}",1
82880,JacksonUtils,write,"class JacksonUtils {
        public static String write(Object object) throws JsonProcessingException {
            return MAPPER.writeValueAsString(object);
        }
}

class Mapper {
    public void writeValueAsString() {}
}",1
82881,JacksonUtils,isValidJson,"class JacksonUtils {
        public static boolean isValidJson(String jsonStr) {
            try {
                JsonNode jsonNode = MAPPER.readTree(jsonStr);
                return true;
            } catch (IOException e) {
                return false;
            }
        }
}

class Mapper {
    public void readTree() {}
}",1
82882,JacksonUtils,toMap,"class JacksonUtils {
        public static Map<String, String> toMap(String jsonStr) throws JsonProcessingException {
            return (Map<String, String>) MAPPER.readValue(jsonStr, Map.class);
        }
}

class Mapper {
    public void readValue() {}
}",1
82883,ObjectUtils,containsConstant,"class ObjectUtils {
        public static boolean containsConstant(
                                               Enum<?>[] enumValues, String constant, boolean caseSensitive) {
            for (Enum<?> candidate : enumValues) {
                if (caseSensitive
                    ? candidate.toString().equals(constant)
                    : candidate.toString().equalsIgnoreCase(constant)) {
                    return true;
                }
            }
            return false;
        }
}

class Candidate {
    public void toString() {}
}",1
82884,ObjectUtils,caseInsensitiveValueOf,"class ObjectUtils {
        public static <E extends Enum<?>> E caseInsensitiveValueOf(E[] enumValues, String constant) {
            for (E candidate : enumValues) {
                if (candidate.toString().equalsIgnoreCase(constant)) {
                    return candidate;
                }
            }
            throw new IllegalArgumentException(
                String.format(
                    ""constant [%s] does not exist in enum type %s"",
                    constant, enumValues.getClass().getComponentType().getName()));
        }
}

class Candidate {
    public void toString() {}
}",1
